ID,LABEL
497I went for a job interview here, first of all the job ad read, it was 20-25 hrs per week, then you go in, and they tell you it's 10
,POSITIVE
498Horrible service. Waiter spilled something off of someone else's plate onto my clothes and blamed the wetness on the snow outside when I clearly watched the oil drip from his
,POSITIVE
499If this is a great Supermarche I can't imagine what any of the reviewers would say about a Whole Foods or even a Safeway.  'Mecca', 'House of Religious Worship',
,POSITIVE
500love the tram.  takes you from Monte Carlo, Aria & Bellagio.  I'm like a little kid when it comes to these trams in Vegas, I could ride them
,POSITIVE
501Not coming back!!  It s only $6 and next time I will go to nail salon... Or even matc , avada school have way better service. Instructor is rude!!!
,POSITIVE
502Came here for dinner and the place is pretty dead. The food was nothing special...I've had tastier authentic Chinese cousine. Would not waste my money here again. There are better
,POSITIVE
503room is about a decade dated and the presence of the mall never is quite left behind.the food was way overpriced and way derivative of nobu.  both south american-japanese
,POSITIVE
504We wanted to try this place since we love Mediterranean style cuisine, it's close to home, and it was quick and easy. We walked in to the girl at the
,POSITIVE
505Worst korean restaurant ever!1. We still have to wait while there are no other customers eating.2. We need to pay extra for side dishes refill.3. Bad and expensive.
,POSITIVE
506Great food and service! We stopped in for lunch and had the tater tot appetizer that is deep fried tots with cheese and a jalapeño dipping sauce. I had The
,POSITIVE
507We went here for breakfast. We came four minutes to eight, and the door was open. No sign of opening hours, so we went in. After ignoring us oddly for
,POSITIVE
508They run unnecessary tests if you have insurance.  Don't let them scam you or your insurance company.  FastMed is a perfect example of why healthcare has gotten so
,POSITIVE
509My husband and I had gone here during a food tour last fall. We were intrigued enough that when a coupon came up we decided it was worthwhile to try
,POSITIVE
510The single best dining experience I've had in the last 5 years.Good Lord, help me. I'm still craving that gnocchi.
,POSITIVE
511The most greasiest mexican restaurant ever!! They give you tortilla chips in the beginning and my lips were glistening with the oil. but the salsa was good. My husband ordered
,POSITIVE
512Can't say I enjoy the meal. As advertised with ghost, there's actually nothing special. I I ordered the menu and my friend asked for the scallop and Cornish bass. My
,POSITIVE
513Im building my happy hour list and I cant have a happy hour list without RA or Kona! :)RA is delicious...I will say it is expensive if outside of happy
,POSITIVE
514Came here for the happy hour. They have 5 drinks priced at $5 and they have 7 appetizers priced at $7The drinks were amazing due to our having a fantastic
,POSITIVE
515Food is amazing!!!  I would have given this place 5 stars if they had better service,  five of us were there for brunch one of the orders was
,POSITIVE
516Just tried this place for the first time and it was legit....I had the chili verde burrito which was the business....can't wait to try a lot of other menu items....robertos
,POSITIVE
517Review: The Spa at LakesideBeautiful setting on the lake. The services are great. The prices are reasonable. They always have extraordinary specials. I would highly recommend. Tony is a great
,POSITIVE
518This review is for the Laurel Collection part of Caesars, only. You come to Vegas expecting great service, right? The moment we arrived at the check in we were greeted
,POSITIVE
519I have considered this my favorite pizza place since 1998!! The food is TOP OF THE LINE and the service is even better! I love all employees and the owner,
,POSITIVE
520Echoing Tracy, this place is truly a wonderful animal shelter. While of course recognizing the differences in fundraising and available resources in the animal shelter world, Campus for Compassion should
,POSITIVE
521The first few times we went in, the man running the show, who I presume was the owner, was extremely welcoming and seemed to value our business. If memory serves
,POSITIVE
522I love this bar, its a must to always stop here when your in Vegas!.The ass juice shot's are yummy! dont hesitate/ judge it by its title..friendly people awesome music
,POSITIVE
523I hate this cvs with a fiery passion.  I can handle rude or I can handle incompetent, but the pharmacists here manage to routinely be both. On several occasions,
,POSITIVE
524Great meal and nice bottle of wine. Had the 4 course local special. Nice filet and chocolate lava cake.
,POSITIVE
525BWW has became my go to spot for wings always pretty good! Always really good and the wings are big too! The Asian zing has easily became my favorite flavor
,POSITIVE
526First stop on the Hang over train was Hash House A Go Go. I came here with a few friends after hearing about it and was skeptical about dining at
,POSITIVE
527I've been a customer here for about 3 years. I mainly shop here because it is close to home. They have a decent beer/liquor selection for a drugstore. The staff
,POSITIVE
528Cruised Edinburgh last weekend and (thanks to yelp!) discovered the Sheep's Heid. Between us, we had:Scallops The goat cheese saladVeggie potato/squash cakeRoast chickenEverything was wonderful- the service was lovely, the
,POSITIVE
529The DMV stereotype has been around since the beginning of time.  I have to admit that the Henderson DMV isn't that bad.  I know you are gasping for
,POSITIVE
530It's called 100 Tequilas, it's gotta be worth a shot, right? I've been here more than a few times and was pleased each time. This place is kind of tucked
,POSITIVE
531Whaaat?  No love for Ange Ricky?  I'll have to fix this.My boyfriend and I were a little unsure about the goat tassot, so Ange let us try it
,POSITIVE
532I actually thought Ka was better than Mystere. Both plots are vague and you really have to watch to follow, but Ka was a bit less vague and actually showed
,POSITIVE
533Went back in the evening for some more of the delicious bruschetta!  This time I went with another friend and we shared that plus the artichoke dip and a
,POSITIVE
534Food court review only.Nothing has changed in three years at the most pathetic pick-up window in the world. The employees continue to ignore you even though you've already gone through
,POSITIVE
535I bought beef stew meat from here and it was rotten and had a horrible taste to it.  I thought it might have been a fluke so I tried
,POSITIVE
536You're better off walking a couple blocks East and going to Jordan's.  Way better sports bar atmosphere, better deals, more bar games and waaaaaay better food.  Lucky's is
,POSITIVE
537Bungalow is a beautiful store with gorgeous furnishings and decor. The staff is attentive and helpful - they have great taste, are willing to help with design services but you
,POSITIVE
538I don't usually write reviews, but I am so impressed with this florist I plan to only order from them in the future.  I called them to order a
,POSITIVE
539Pros: The food was delicious, the drinks were well made. The potatoes and "pizza" were really good.Cons: it was freezing the entire time. We told our waiter who really didn't
,POSITIVE
